"id","cv","psup","psup_short","pltsup","pltsup_short","pmem","female","agecat","edu","edu4","job","pref","hdist","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","policy24","policy25","policy38","policy39","policy41"
983,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"50s","Elementary/JHS","<=JHS","Part-Timer",13,3,4,2,1,2,2,1,2,2,3,3,3,2,2,3,3,3,4,3,3,5,5,5,5
984,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"40s","Vocational School",">SHS & <University","Part-Timer",13,3,2,3,1,4,3,4,3,4,3,3,3,1,4,4,4,3,3,3,3,2,4,4,4
985,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"70s/over","Vocational School",">SHS & <University","Unemployed",13,3,1,2,NA,2,1,1,1,2,2,2,2,2,3,3,3,4,NA,2,NA,4,1,5,3
986,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"40s","Elementary/JHS","<=JHS","Company Employee",13,3,5,3,1,1,2,1,1,2,4,1,3,3,3,4,4,2,4,4,2,5,4,5,1
988,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"30s","University",">=University","Part-Timer",13,3,3,4,1,4,3,4,NA,2,3,3,2,3,4,3,3,2,4,2,3,2,4,3,2
989,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,1,"30s","University",">=University","Company Employee",13,3,2,2,3,2,3,2,3,3,3,3,2,3,3,4,3,3,3,3,3,4,4,3,3
990,"voter","Your Party","YP","Democratic Party of Japan","DPJ",0,1,"60s","Vocational School",">SHS & <University","Part-Timer",13,3,2,3,2,3,2,3,3,3,3,2,3,3,2,2,3,3,3,2,4,3,5,2,2
991,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"60s","Senior High School","SHS","Part-Timer",13,3,2,1,1,1,1,1,3,2,5,3,1,2,3,4,5,5,5,1,5,2,1,5,1
992,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"70s/over","Junior College",">SHS & <University","Self-Employed",13,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,NA,2,2,3,5,3,2,3
993,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,0,"40s","Vocational School",">SHS & <University","Company Employee",13,3,2,2,1,3,3,4,3,2,4,2,2,3,3,2,4,2,2,2,3,4,4,3,2
994,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"20s","University",">=University","Company Employee",13,3,5,4,1,5,4,2,3,4,3,3,4,3,4,4,3,5,5,2,3,4,4,4,2
995,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"20s","University",">=University","Company Employee",13,3,4,5,1,5,4,5,5,4,2,5,5,4,5,NA,NA,1,2,4,5,4,4,5,5
996,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",1,0,"60s","University",">=University","Company Employee",13,3,2,2,1,2,3,3,2,3,1,2,2,2,3,2,3,2,2,3,3,5,1,2,1
997,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"50s","Junior College",">SHS & <University","Homemaker",13,3,1,3,2,4,3,2,2,3,4,3,2,1,4,5,1,1,4,5,5,3,4,4,3
998,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"50s","Junior College",">SHS & <University","Homemaker",13,3,5,3,2,2,2,2,3,2,4,4,2,2,5,1,2,3,3,2,3,4,2,5,1
999,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"20s","Vocational School",">SHS & <University","Company Employee",13,3,2,2,1,5,3,4,3,3,4,2,2,2,4,3,3,4,2,3,2,5,3,4,5
1000,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"70s/over","Vocational School",">SHS & <University","Homemaker",13,3,5,5,1,5,1,3,3,3,2,3,3,2,4,4,2,2,2,4,4,2,2,5,4
1003,"voter","Other Parties/NA","Other/NA","Other Parties/NA","Other/NA",0,0,"50s","Senior High School","SHS","Company Employee",13,4,3,3,3,4,2,2,3,3,3,3,3,3,3,4,2,2,3,4,3,3,3,3,3
1004,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"40s","University",">=University","Homemaker",13,4,3,2,1,4,3,3,3,3,4,2,3,4,4,3,3,3,3,2,2,4,4,5,3
1005,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"60s","Senior High School","SHS","Homemaker",13,4,3,3,2,3,3,3,3,3,2,4,3,3,4,2,1,2,2,4,3,5,3,4,3
1007,"voter","Japanese Communist Party","JCP","Japanese Communist Party","JCP",0,0,"60s","Vocational School",">SHS & <University","Unemployed",13,4,3,4,1,4,1,1,5,4,4,2,2,2,2,4,3,2,NA,5,3,4,4,5,2
1009,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"30s","Senior High School","SHS","Company Employee",13,4,1,1,4,1,4,1,3,3,4,4,3,2,2,2,1,5,5,3,1,5,4,2,5
1012,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"30s","Vocational School",">SHS & <University","Part-Timer",13,17,3,3,3,3,2,3,3,3,3,3,3,2,5,3,3,3,3,5,NA,5,5,1,3
1013,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"30s","Senior High School","SHS","Company Employee",13,17,2,3,1,2,1,1,2,4,5,1,5,1,5,1,1,5,5,3,5,5,1,5,1
1014,"voter","Liberal Democratic Party","LDP","Democratic Party of Japan","DPJ",0,1,"30s","University",">=University","Homemaker",13,17,4,1,1,4,5,5,5,4,3,1,2,3,5,5,5,1,3,1,3,5,4,4,2
1015,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"50s","Senior High School","SHS","Self-Employed",13,17,1,2,1,2,1,2,2,2,5,1,2,2,3,3,3,2,3,3,3,5,5,5,1
1017,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,0,"30s","Vocational School",">SHS & <University","Self-Employed",13,17,1,1,1,5,3,1,3,3,5,5,3,3,3,5,5,5,5,5,1,5,5,5,1
1021,"voter","Your Party","YP","Your Party","YP",0,1,"60s","Senior High School","SHS","Unemployed",13,13,2,3,3,2,2,2,3,3,2,2,2,2,4,4,3,2,3,2,3,4,4,2,5
1022,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"20s","Vocational School",">SHS & <University","Company Employee",13,13,3,3,1,4,3,3,3,3,3,2,2,3,4,3,2,3,3,1,1,5,4,3,4
1023,"voter","Abstained","Abstained","Democratic Party of Japan","DPJ",0,0,"20s","Vocational School",">SHS & <University","Company Employee",13,13,3,2,2,4,1,1,3,3,3,4,3,3,5,4,3,5,3,1,3,5,1,2,2
1024,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"50s","Junior College",">SHS & <University","Homemaker",13,13,4,2,2,3,1,2,3,3,5,5,5,1,3,3,3,1,1,1,5,5,5,5,5
1030,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"70s/over","Elementary/JHS","<=JHS","Company Employee",13,13,4,4,2,4,1,4,4,4,3,1,3,1,3,2,4,2,2,2,1,3,4,2,4
1031,"voter","Social Democratic Party","SDP","Social Democratic Party","SDP",0,0,"60s","University",">=University","Company Employee",13,13,5,5,1,3,1,3,3,3,5,1,1,1,2,3,1,3,1,3,2,2,4,4,1
1032,"voter","Democratic Party of Japan","DPJ","Social Democratic Party","SDP",0,0,"20s","University",">=University","Company Employee",13,13,3,5,1,5,3,4,5,3,4,5,1,5,5,2,4,3,3,5,5,3,3,5,3
1033,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"30s","University",">=University","Company Employee",13,13,4,4,1,4,3,2,3,2,3,4,3,4,3,4,4,2,3,3,3,4,3,3,1
1034,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,0,"30s","Vocational School",">SHS & <University","Company Employee",13,13,3,2,3,2,2,1,2,1,3,4,3,2,4,3,2,2,3,3,2,4,5,3,3
1036,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,0,"30s","University",">=University","Company Employee",13,13,3,4,1,2,2,3,5,5,3,2,5,3,5,3,2,1,3,3,4,5,4,5,3
1037,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"50s","Junior College",">SHS & <University","Company Employee",13,13,1,1,1,3,1,1,1,1,3,5,3,5,5,1,5,1,3,1,3,5,4,4,4
1038,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"50s","Vocational School",">SHS & <University","Company Employee",13,13,2,3,2,3,NA,4,3,2,3,3,3,4,4,4,4,3,4,NA,NA,5,5,5,1
1039,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"50s","Vocational School",">SHS & <University","Part-Timer",13,13,1,3,2,3,1,3,2,3,2,1,1,1,4,5,1,2,2,3,4,5,1,1,4
1040,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","Elementary/JHS","<=JHS","Unemployed",13,13,NA,NA,1,3,1,1,4,2,1,1,1,1,5,2,1,2,4,4,2,5,1,NA,4
1041,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"70s/over","Senior High School","SHS","Homemaker",13,23,5,5,5,5,1,4,5,1,4,1,2,2,5,2,2,4,3,5,3,5,1,5,2
1042,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"30s","Senior High School","SHS","Homemaker",13,23,5,5,1,5,3,3,5,4,3,4,3,3,4,4,3,4,3,5,3,1,4,4,1
1044,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"30s","Senior High School","SHS","Homemaker",13,23,1,1,1,3,3,3,3,3,3,2,3,3,3,4,3,3,2,3,4,4,4,4,2
1045,"voter","Japanese Communist Party","JCP","Japanese Communist Party","JCP",0,1,"50s","Senior High School","SHS","Company Employee",13,23,4,5,1,4,4,1,3,4,4,1,4,3,4,5,1,1,2,4,4,2,5,5,1
1046,"voter","Other Parties/NA","Other/NA","Democratic Party of Japan","DPJ",0,1,"60s","Junior College",">SHS & <University","Homemaker",13,23,2,3,2,3,2,3,3,2,4,2,2,2,3,3,2,3,3,3,2,2,3,3,1
1047,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"70s/over","Vocational School",">SHS & <University","Homemaker",13,23,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,2,3,3,3,3
1048,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"60s","University",">=University","Homemaker",13,23,3,3,1,3,2,3,3,4,NA,2,2,3,4,4,3,2,3,1,4,4,2,4,4
1049,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"30s","Senior High School","SHS","Homemaker",13,23,3,2,1,3,1,4,3,3,5,3,2,3,3,3,3,4,3,2,4,3,4,4,1
1052,"voter","Komei-to (Clean Government Party)","CGP (Komei)","Social Democratic Party","SDP",0,1,"40s","University",">=University","Part-Timer",13,22,5,3,1,3,1,3,5,5,3,1,3,3,3,2,2,4,4,3,2,1,5,5,1
1054,"voter","Abstained","Abstained","Democratic Party of Japan","DPJ",0,0,"70s/over","Elementary/JHS","<=JHS","Unemployed",13,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5
1056,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"60s","Senior High School","SHS","Unemployed",13,22,3,3,1,3,1,2,3,3,3,2,2,2,3,2,3,2,3,2,3,3,1,4,2
1057,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,0,"60s","University",">=University","Company Employee",13,22,2,2,1,3,1,1,2,2,4,2,2,3,4,4,2,4,4,4,2,5,4,2,2
1058,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"70s/over","Vocational School",">SHS & <University","Self-Employed",13,22,5,4,1,2,3,NA,3,1,3,2,3,3,NA,4,5,2,2,2,3,1,2,3,2
1060,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"70s/over","Elementary/JHS","<=JHS","Unemployed",13,22,3,2,1,3,1,3,2,2,3,1,1,2,3,3,1,2,3,2,3,3,2,4,4
1063,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"20s","University",">=University","Company Employee",13,18,1,4,1,4,1,3,4,1,4,1,1,3,5,2,3,2,2,2,2,3,4,4,4
1065,"voter","Your Party","YP","Democratic Party of Japan","DPJ",0,1,"20s","Graduate School",">=University","Company Employee",13,18,3,3,1,4,1,3,5,4,5,3,2,3,3,4,2,1,2,3,2,3,1,5,4
1066,"voter","Your Party","YP","Other Parties/NA","Other/NA",0,0,"60s","Others",NA,NA,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,"voter","Japanese Communist Party","JCP","Japanese Communist Party","JCP",0,1,"50s","Senior High School","SHS","Homemaker",13,18,5,5,1,5,3,1,NA,2,4,1,3,1,5,5,1,1,2,4,4,4,3,5,2
1068,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"60s","Senior High School","SHS","Others",13,18,3,2,1,1,1,1,3,3,3,1,2,1,3,2,2,3,3,1,3,5,1,4,3
1070,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"50s","Senior High School","SHS","Part-Timer",13,18,2,3,2,4,2,2,3,2,5,4,4,2,2,4,3,3,3,2,4,2,NA,NA,1
1071,"voter","People's New Party","PNP","Liberal Democratic Party","LDP",0,0,"40s","University",">=University","Company Employee",13,19,4,5,1,5,3,5,3,5,5,2,3,3,4,2,2,1,3,3,3,3,3,3,3
1074,"voter","Liberal Democratic Party","LDP","Democratic Party of Japan","DPJ",0,1,"40s","University",">=University","Part-Timer",13,19,3,3,1,3,2,3,3,3,4,1,3,3,3,4,2,2,2,2,3,5,4,2,3
1075,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"30s","Senior High School","SHS","Public Servant",13,19,1,1,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,5,4,4,4
1076,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"50s","Junior College",">SHS & <University","Homemaker",13,19,1,4,3,5,2,3,NA,2,4,1,3,4,1,2,2,4,3,1,5,4,1,3,2
1081,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"70s/over","Senior High School","SHS","Homemaker",13,23,2,2,2,2,1,2,2,1,3,3,2,NA,2,4,2,3,2,1,1,2,4,4,4
1082,"voter","Your Party","YP","Independent (Muto-Ha)","Independent",0,0,"60s","University",">=University","Unemployed",13,23,2,2,1,2,2,4,2,2,2,3,3,2,3,3,2,2,2,2,2,5,4,2,4
1083,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"40s","Vocational School",">SHS & <University","Part-Timer",13,23,3,4,3,4,2,2,3,2,NA,3,3,4,4,3,3,2,4,4,3,4,4,3,3
1084,"voter","Komei-to (Clean Government Party)","CGP (Komei)","Komei-to (Clean Government Party)","CGP (Komei)",0,0,"50s","Vocational School",">SHS & <University","Self-Employed",13,23,3,3,2,2,2,3,3,2,4,3,4,3,4,3,3,2,2,2,3,3,2,4,1
1085,"voter","Democratic Party of Japan","DPJ","Your Party","YP",0,0,"70s/over","University",">=University","Company Employee",13,23,5,5,1,5,1,5,5,5,1,4,2,4,4,2,1,1,1,2,5,3,1,5,5
1087,"voter","Liberal Democratic Party","LDP","Japanese Communist Party","JCP",0,0,"50s","Vocational School",">SHS & <University","Company Employee",13,23,5,5,5,5,4,3,5,5,3,3,3,4,5,3,4,4,4,5,3,3,4,4,3
1088,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"70s/over","Senior High School","SHS","Homemaker",13,23,3,3,NA,3,3,NA,4,3,NA,3,2,3,3,3,NA,3,3,3,3,4,3,3,2
1089,"voter","Abstained","Abstained","Japanese Communist Party","JCP",0,0,"60s","Senior High School","SHS","Others",13,23,4,5,1,5,3,5,5,5,5,2,3,3,4,4,3,2,3,2,2,2,1,5,5
1090,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"30s","Senior High School","SHS","Part-Timer",13,23,2,3,1,4,1,2,2,2,5,4,2,4,4,2,1,1,1,2,3,1,4,2,5
1091,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,0,"70s/over","Vocational School",">SHS & <University","Unemployed",13,24,2,3,3,3,3,5,4,4,5,3,5,3,4,3,2,2,3,4,3,5,3,4,3
1092,"voter","Japanese Communist Party","JCP","Japanese Communist Party","JCP",0,0,"70s/over","Senior High School","SHS","Unemployed",13,24,5,5,1,5,1,3,4,5,5,3,3,4,4,5,4,1,5,5,4,4,2,3,2
1093,"voter","Other Parties/NA","Other/NA","Democratic Party of Japan","DPJ",0,1,"60s","Senior High School","SHS","Homemaker",13,24,3,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2,3,4,3,4,4,2
1095,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"70s/over","Senior High School","SHS","Unemployed",13,24,1,2,1,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,1
1097,"voter","Abstained","Abstained","Democratic Party of Japan","DPJ",0,0,"20s","Senior High School","SHS","Company Employee",13,24,2,1,1,3,3,1,2,NA,4,3,2,3,3,3,1,3,2,3,3,5,5,4,3
1098,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"20s","University",">=University","Company Employee",13,24,3,1,3,2,1,1,3,2,4,3,1,1,3,2,2,5,5,5,3,5,3,5,3
1099,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,0,"40s","Senior High School","SHS","Company Employee",13,24,2,2,1,4,2,4,3,2,3,5,1,2,3,5,3,3,5,3,3,5,4,2,3
1100,"voter","Liberal Democratic Party","LDP","Independent (Muto-Ha)","Independent",0,1,"50s","Senior High School","SHS","Homemaker",13,21,3,3,2,3,2,3,3,3,3,2,3,3,3,2,2,2,3,2,3,2,4,4,2
1101,"voter","Your Party","YP","Independent (Muto-Ha)","Independent",0,0,"20s","University",">=University","Student",13,21,2,1,3,2,3,2,2,1,2,5,4,3,4,1,5,4,3,2,4,3,5,1,5
1102,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"30s","Graduate School",">=University","Company Employee",13,21,2,2,3,2,2,3,3,3,2,4,2,4,4,2,2,2,2,2,4,4,4,4,3
1103,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"70s/over","Junior College",">SHS & <University","Homemaker",13,21,2,2,5,2,1,2,1,1,3,3,2,2,4,2,3,4,4,2,2,5,5,4,4
1104,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,0,"70s/over","Senior High School","SHS","Unemployed",13,21,4,4,3,2,2,2,3,4,4,4,3,3,5,4,3,2,5,2,3,5,3,4,3
1106,"voter","Komei-to (Clean Government Party)","CGP (Komei)","Liberal Democratic Party","LDP",0,1,"70s/over","University",">=University","Homemaker",13,21,3,2,1,2,1,1,2,2,4,2,1,1,2,1,2,5,4,2,3,5,4,5,1
1107,"voter","Other Parties/NA","Other/NA","Independent (Muto-Ha)","Independent",0,1,"70s/over","Senior High School","SHS","Self-Employed",13,21,5,5,1,NA,1,5,3,3,5,4,1,1,3,1,5,3,3,1,4,1,1,2,5
1108,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","University",">=University","Unemployed",13,21,4,4,2,4,1,4,NA,4,NA,NA,NA,NA,NA,4,3,3,4,NA,NA,4,3,4,2
1109,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"70s/over","University",">=University","Unemployed",13,19,5,2,1,1,1,2,2,2,4,2,2,1,2,2,3,4,2,2,2,5,3,2,4
1110,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"30s","University",">=University","Company Employee",13,19,4,5,1,4,3,3,4,4,3,3,2,3,4,3,3,2,2,2,4,3,3,3,1
1111,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"40s","University",">=University","Company Employee",13,19,3,2,1,2,1,2,1,1,4,2,2,3,3,1,1,2,3,1,2,5,5,5,1
1112,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"40s","Vocational School",">SHS & <University","Part-Timer",13,19,3,4,1,4,3,3,3,3,3,3,2,3,4,4,4,4,2,3,4,3,4,3,2
1113,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,0,"30s","University",">=University","Company Employee",13,19,1,1,1,3,3,3,2,3,4,2,2,1,5,1,1,1,1,1,5,5,3,1,2
1114,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"40s","University",">=University","Company Employee",13,19,5,5,1,5,3,4,3,4,4,2,2,2,4,2,3,2,4,3,4,3,2,2,2
1115,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"40s","University",">=University","Company Employee",13,19,2,1,2,4,1,1,3,3,4,5,3,5,5,2,2,2,3,3,4,5,1,5,1
1116,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"50s","Senior High School","SHS","Part-Timer",13,19,1,3,1,3,2,3,3,3,5,3,3,3,3,4,5,1,2,3,3,5,3,3,4
1117,"voter","Democratic Party of Japan","DPJ","Other Parties/NA","Other/NA",0,0,"40s","University",">=University","Company Employee",13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","Senior High School","SHS","Unemployed",13,20,1,3,1,3,1,1,3,3,5,1,1,1,3,5,5,1,3,5,5,5,1,5,2
1119,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","University",">=University","Unemployed",13,20,1,1,4,1,1,1,2,2,4,3,3,2,5,5,1,3,4,1,2,5,3,5,2
1120,"voter","Liberal Democratic Party","LDP","Democratic Party of Japan","DPJ",0,0,"60s","Elementary/JHS","<=JHS","Self-Employed",13,20,2,1,1,3,3,3,3,2,2,2,1,1,2,5,2,NA,4,2,3,2,4,1,3
1121,"voter","Social Democratic Party","SDP","Independent (Muto-Ha)","Independent",0,0,"30s","Senior High School","SHS","Others",13,20,3,5,1,5,4,4,4,2,4,1,2,4,4,2,4,3,5,4,4,5,5,5,5
1122,"voter","People's New Party","PNP","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Company Employee",13,20,2,2,3,2,2,2,2,2,3,2,2,2,3,2,3,4,4,2,3,5,4,2,4
1123,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,0,"20s","University",">=University","Student",13,20,3,3,1,2,3,3,3,3,4,3,2,2,2,1,2,2,2,3,2,3,3,3,2
1125,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"40s","University",">=University","Self-Employed",13,20,1,3,1,5,3,2,5,1,5,1,3,3,4,5,3,1,3,5,5,1,1,5,2
1126,"voter","Social Democratic Party","SDP","Social Democratic Party","SDP",0,1,"60s","University",">=University","Unemployed",13,20,5,5,1,5,1,3,3,3,3,3,2,5,5,4,3,2,3,5,5,2,2,5,3
1128,"voter","Japanese Communist Party","JCP","Other Parties/NA","Other/NA",0,0,"20s","Vocational School",">SHS & <University","Part-Timer",13,25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,1,5,5,3
1130,"voter","Komei-to (Clean Government Party)","CGP (Komei)","Liberal Democratic Party","LDP",0,1,"40s","Senior High School","SHS","Homemaker",13,25,2,2,2,3,2,2,2,2,1,2,3,3,2,2,3,3,NA,2,3,3,1,4,4
1131,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Company Employee",13,25,1,1,1,2,3,1,2,3,3,3,2,3,2,2,3,2,3,2,3,4,4,4,2
1133,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"40s","University",">=University","Company Employee",13,25,4,2,1,3,2,1,2,3,3,3,2,2,4,2,4,3,3,2,2,5,5,5,4
1134,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Company Employee",13,25,3,2,1,2,3,2,3,2,3,2,2,4,5,4,3,2,2,1,3,5,5,5,3
1135,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"60s","Senior High School","SHS","Homemaker",13,25,1,5,1,4,1,4,3,3,5,2,3,3,4,4,4,2,3,1,3,4,3,4,3
1136,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,0,"60s","Elementary/JHS","<=JHS","Self-Employed",13,25,5,3,3,3,3,1,3,3,3,1,3,2,2,5,2,3,3,3,3,5,3,5,3
1137,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"30s","University",">=University","Homemaker",14,9,4,3,1,3,3,3,3,5,4,3,2,4,5,5,2,3,5,1,2,3,1,2,2
1138,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"30s","Vocational School",">SHS & <University","Company Employee",14,9,1,1,3,1,1,3,1,2,3,4,1,1,1,2,2,5,4,2,1,4,2,4,4
1139,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"70s/over","University",">=University","Unemployed",14,9,3,3,1,3,2,4,3,4,4,2,3,2,4,3,4,3,2,4,3,4,2,3,3
1141,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"30s","Vocational School",">SHS & <University","Others",14,9,3,3,1,4,3,4,3,3,4,2,2,3,3,3,3,2,3,2,3,4,3,3,2
1142,"voter","Liberal Democratic Party","LDP","Independent (Muto-Ha)","Independent",0,1,"60s","Senior High School","SHS","Company Employee",14,9,4,3,1,4,2,3,3,3,3,2,3,3,4,3,4,2,NA,3,3,4,4,3,2
1143,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"60s","Senior High School","SHS","Unemployed",14,9,5,2,1,5,5,3,4,4,2,1,4,4,5,1,5,3,3,2,3,5,1,5,5
1144,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"60s","Senior High School","SHS","Homemaker",14,9,2,3,1,2,1,2,3,2,5,3,2,2,3,3,4,2,3,2,4,5,4,4,2
1145,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"50s","University",">=University","Self-Employed",14,9,5,3,1,3,2,2,3,3,2,2,2,4,4,3,4,2,2,3,2,2,4,2,2
1146,"voter","Your Party","YP","Independent (Muto-Ha)","Independent",0,1,"60s","Junior College",">SHS & <University","Homemaker",14,9,5,5,1,2,4,4,5,4,2,2,5,5,5,5,3,5,5,4,1,5,1,5,1
1147,"voter","Japanese Communist Party","JCP","Independent (Muto-Ha)","Independent",0,0,"30s","Elementary/JHS","<=JHS","Unemployed",14,9,4,1,1,3,3,1,1,1,3,1,1,1,5,1,1,5,1,5,1,3,2,5,1
